name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;211;0;385;3063;1026;3063;1003;0
header;215;141;215;185;1859;185;1859;141
A;960;126;960;135;964;135;964;126
B;672;539;672;556;685;556;685;539
D;427;897;427;923;443;923;443;897
D;327;905;327;923;339;923;339;905
B;450;906;450;924;463;924;463;906
A;557;963;557;969;564;969;564;963
A;1007;1279;1007;1284;1014;1284;1014;1279
A;868;1606;868;1610;872;1610;872;1606
A;734;1697;734;1702;739;1702;739;1697
A;590;1823;590;1828;596;1828;596;1823
B;711;1869;711;1886;724;1886;724;1869
B;382;2227;382;2253;405;2253;405;2227
B;355;2367;355;2391;363;2391;363;2367
A;822;2386;822;2391;826;2391;826;2386
